# ---
# domain: KnownBits
# op: mlir/Operations/Fshl.mlir
# arity: 3
# seed: null
# lbw: []
# mbw:
# - [8, 22]
# - [16, 19]
# - [32, 204]
# - [64, 366]
# - [128, 1]
# hbw: []
# ---
bw	arg_0	arg_1	arg_2	ideal	count
64	0000000000??????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	154
64	0000000?????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	154
64	00000000000000000000000000??????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	153
64	0000000000000000000000000000000000000000000?????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111011	????????????????????????????????????????????????????????????????	150
64	00000000000000000000000?????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111001	????????????????????????????????????????????????????????????????	150
64	011101000110010101100100011000100111100101110100011001010???????	0111010001100101011001000110001001111001011101000110010100000000	0000000000000000000000000000000000000000000000000000000000010000	01100100011000100111100101110100011001010???????0111010001100101	150
64	000000000000000000000000000000000???????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111011	????????????????????????????????????????????????????????????????	148
64	000?????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111001	????????????????????????????????????????????????????????????????	148
64	00000000000000000000????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	147
64	0000000000??????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	147
64	00000000000000000???????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	146
64	00000000000000000000????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	140
64	0000000000000000000000000000000000000000????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111110	????????????????????????????????????????????????????????????????	139
64	0000000000000000????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	137
64	0000000000000???????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111001	????????????????????????????????????????????????????????????????	137
64	0000000000000000000000000000000000000000000000000000000000??????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	136
64	00??????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111101	????????????????????????????????????????????????????????????????	136
64	000?????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	134
64	1011100010111100????????????????????????????????????????????????	1011100010111100????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010101	???????????????????????????????????????????1011100010111100?????	129
64	11000000001010101011000000011100100000100101100110010111????????	1100000000101010101100000001110010000010010110011001011100000000	0000000000000000000000000000000000000000000000000000000000010000	1011000000011100100000100101100110010111????????1100000000101010	128
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	000000000000000000000000000000000000????????????????????????????	????????????????????????????????????????????????????????????????	126
64	0000000000000000000000000???????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	125
64	000000000000000000000000000000000???????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	124
64	00000000000000??????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	124
64	00000000000000000000000000000000000000000000000000??????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111110	????????????????????????????????????????????????????????????????	123
64	000000000000000?????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	122
64	000000000000000?????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111001	????????????????????????????????????????????????????????????????	122
64	000000000000????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	122
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010011	????????????????????????????????????????????????????????????????	122
64	0000000000000???????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	120
64	000000000000000000000000000000??????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	119
64	0000000000000000000000000???????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111001	????????????????????????????????????????????????????????????????	119
64	0000000000000000000000??????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	119
64	0000000000000???????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	119
64	00000???????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	118
64	00000000000000000000000000000000000000??????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	117
64	00000000000000000000000000000000????????????????????????????????	00000000000000000000000000000000????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110000	????????????????00000000000000000000000000000000????????????????	117
64	000000000000000000000000????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	117
64	0???????????????????????????????????????????????????????????????	0???????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010000	????????????????????????????????????????????????0???????????????	116
64	00000000000000000000000000000000000?????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111011	????????????????????????????????????????????????????????????????	115
64	000000000000000000000000000000000???????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	115
64	0000000000000000000000??????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	115
64	000000000000????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	115
64	00000000000000000000000?????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	114
64	000110100111000110111101110100100011101100000001100?????????????	0001101001110001101111011101001000111011000000011000000000000000	0000000000000000000000000000000000000000000000000000000000100000	0011101100000001100?????????????00011010011100011011110111010010	114
64	00000000000000000000000?????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	112
64	111111100110010100011011100111010100101111101011111000110110110?	1111111001100101000110111001110101001011111010111110001101101100	0000000000000000000000000000000000000000000000000000000000001101	10100011011100111010100101111101011111000110110110?1111111001100	111
64	011101000110010101100100011000100111100101110100011001010???????	0111010001100101011001000110001001111001011101000110010101110000	0000000000000000000000000000000000000000000000000000000000010000	01100100011000100111100101110100011001010???????0111010001100101	110
64	0000000000000000000000000000000000000000000000000000????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111000	????????????????????????????????????????????????????????????????	108
64	000000000000000000000000000000000000000000??????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	108
64	00000000000000000000000000000000000?????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	108
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000100000	????????????????????????????????????????????????????????????????	108
64	0000000000000000000000000000000000000000????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	107
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	107
64	00000000000000000000000000000000000000000000000000??????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	104
64	000000000000000000000000000000000000000000000???????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	104
64	00000000000000000000000000000000000000000???????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	104
64	1111011001011111010101100111110110111100011000000110100?????????	1111011001011111010101100111110110111100011000000110100000000000	0000000000000000000000000000000000000000000000000000000000100000	10111100011000000110100?????????11110110010111110101011001111101	104
64	00000???????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111001	????????????????????????????????????????????????????????????????	102
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????0000	????????????????????????????????????????????????????????????????	100
64	000000000000000000000000000000000000000000000???????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111011	????????????????????????????????????????????????????????????????	96
64	00000000000000000000000000000000000000000000000000000000000?????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111100	????????????????????????????????????????????????????????????????	95
64	000000000000000000000000000000000000000?????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	95
64	00000000000000000000000000000000000000000000000000000000000000??	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000100000	000000000000000000000000000000??????????????????????????????????	89
64	000000000000000000000000000000000000000000000000000?????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	89
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	86
64	000101100111000110111101110100??????????????????????????????????	000101100111000110111101110100??????????????????????????????????	0000000000000000000000000000000000000000000000000000000000100000	????????????????????????????????000101100111000110111101110100??	86
64	0???????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000110	????????????????????????????????????????????????????????????????	86
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	00000000000000000000000000000000000000000000000000000000000?????	????????????????????????????????????????????????????????????????	84
64	0000000000000000000000000000000000000000????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	76
64	00000000000000000000000000000000000000000000000000??????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111000	????????????????????????????????????????????????????????????????	74
64	111100100110010100011011101001??????????????????????????????????	1111001001100101000110111010010000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000001101	10100011011101001??????????????????????????????????1111001001100	74
64	000000000000000000000000000000000000000000000000????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111110	????????????????????????????????????????????????????????????????	73
64	00000000000000000000000000000000000000000000000000000???????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	70
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	00000000000000000000000000000000000000000000000000000000????????	????????????????????????????????????????????????????????????????	68
64	0000000000000000000000000000000000000000000000000000????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	66
64	0???????????????????????????????????????????????????????????????	0???????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000100000	????????????????????????????????0???????????????????????????????	66
64	????????????????????????????????????????????????????????????????	?????00000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000110	???????????????????????????????????????????????????????????????0	66
64	?????????????????????????????????????????????????????????????000	?????????????????????????????????????????????????????????????000	0000000000000000000000000000000000000000000000000000000000100000	?????????????????????????????000????????????????????????????????	63
64	10000100101111001011001010110011100000101010101?1010001110110???	1000010010111100101100101011001110000010101010101010001110110000	0000000000000000000000000000000000000000000000000000000000010101	01010110011100000101010101?1010001110110???100001001011110010110	62
64	11001001010010011101011111000111????????????????????????????????	11001001010010011101011111000111????????????????????????????????	0000000000000000000000000000000000000000000000000000000000101100	????????????????????11001001010010011101011111000111????????????	53
64	00000000000000000000000000000000000000000000000000000000000?????	00000000000000000000000000000000000000000000000000000000000?????	0000000000000000000000000000000000000000000000000000000000111110	??00000000000000000000000000000000000000000000000000000000000???	52
64	01110100011001010110010001100010011110010111010001100101011100??	0111010001100101011001000110001001111001011101000110010100000000	0000000000000000000000000000000000000000000000000000000000010000	0110010001100010011110010111010001100101011100??0111010001100101	52
64	???????????????1????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000001	??????????????1?????????????????????????????????????????????????	52
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????000000000000	0000000000000000000000000000000000000000000000000000000000011101	????????????????????????????????????????????????????????????????	51
64	????????????????????????????????????????????????????????????????	???????????????????????????????????????????????????????????????0	0000000000000000000000000000000000000000000000000000000000001000	????????????????????????????????????????????????????????????????	51
64	000000000000000000000000000000000000000000??????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	49
64	0111010001100101011001000110001001111001011101000???????????????	0111010001100101011001000110001001111001011101000110010101110010	0000000000000000000000000000000000000000000000000000000000010000	011001000110001001111001011101000???????????????0111010001100101	46
64	111111100110010100011011100111010100101111101011111000110110????	1111111001100101000110111001110101001011111010111110001101100000	0000000000000000000000000000000000000000000000000000000000001101	10100011011100111010100101111101011111000110110????1111111001100	41
64	000000000000000000000000000000000000000000000000000000000???????	000000000000000000000000000000000000000000000000000000000???????	0000000000000000000000000000000000000000000000000000000000111111	?000000000000000000000000000000000000000000000000000000000??????	40
64	????????????????????????????????????????????????????????????????	??????????????????????????????????????????????????????????000000	0000000000000000000000000000000000000000000000000000000000010100	????????????????????????????????????????????????????????????????	39
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????00000000000000000000	0000000000000000000000000000000000000000000000000000000000000001	????????????????????????????????????????????????????????????????	35
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	000000000000000000000000000000000000000000000000000000000???????	????????????????????????????????????????????????????????????????	35
64	0000000000000000000000000000000000000000000000000000000000000???	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000001	000000000000000000000000000000000000000000000000000000000000????	34
64	0000000000000000000000000000000000000000000000000???????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111111	????????????????????????????????????????????????????????????????	29
64	????????????????????????????????????????????????????????????????	??????????????????????????????????????????????????????????????00	0000000000000000000000000000000000000000000000000000000000000010	????????????????????????????????????????????????????????????????	28
64	000000000000000000000000000000000000000000000000000000000???????	000000000000000000000000000000000000000000000000000000000???????	0000000000000000000000000000000000000000000000000000000000111110	??000000000000000000000000000000000000000000000000000000000?????	26
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000001	0000000000000000000000000000000?????????????????????????????????	26
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000011	00000000000000000000000000000???????????????????????????????????	26
64	00000???????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111110	????????????????????????????????????????????????????????????????	26
64	000110100111000110111101110100100011101100000001????????????????	0001101001110001101111011101001000111011000000011001000001001000	0000000000000000000000000000000000000000000000000000000000100000	0011101100000001????????????????00011010011100011011110111010010	26
64	000?????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000001000	????????????????????????????????????????????????????????????????	25
64	???????????????1????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000001101	??1?????????????????????????????????????????????????????????????	23
64	????????????????????????????????????????????????????000000000000	????????????????????????????????????????????????????000000000000	0000000000000000000000000000000000000000000000000000000000101000	????????????000000000000????????????????????????????????????????	23
64	0000000?????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111110	????????????????????????????????????????????????????????????????	21
64	0???????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010001	????????????????????????????????????????????????????????????????	21
64	???????????????1????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000001100	???1????????????????????????????????????????????????????????????	21
64	00000000000000000000000000000000000000000000000000??????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110111	????????????????????????????????????????????????????????????????	18
64	111111100110010100011011100111010100101111101011111?????????????	1111111001100101000110111001110101001011111010111110000000000000	0000000000000000000000000000000000000000000000000000000000001101	10100011011100111010100101111101011111?????????????1111111001100	18
64	?????????????????????????????????????????????????????????????000	?????????????????????????????????????????????????????????????000	0000000000000000000000000000000000000000000000000000000000110110	???????000??????????????????????????????????????????????????????	17
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000111	0000000000000000000000000???????????????????????????????????????	15
64	0???????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000001000	????????????????????????????????????????????????????????????????	15
64	????????????????????????????????0???????????????????????????????	????????????????????????????????0???????????????????????????????	0000000000000000000000000000000000000000000000000000000000100000	0???????????????????????????????????????????????????????????????	15
64	10111011111000001000000101110010110000000000010?01000110001010??	1011101111100000100000010111001011000000000001000100011000101000	0000000000000000000000000000000000000000000000000000000000010101	00101110010110000000000010?01000110001010??101110111110000010000	14
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000100	0000000000000000000000000000????????????????????????????????????	13
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000001101	0000000000000000000?????????????????????????????????????????????	13
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010010	00000000000000??????????????????????????????????????????????????	13
64	000000000000000000000000000000??????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000110110	????????????????????????????????????????????????????????????????	13
64	10000100101111001???????????????????????????????????????????????	1000010010111100101100101011001110000010101010001010001110110000	0000000000000000000000000000000000000000000000000000000000010101	???????????????????????????????????????????100001001011110010110	12
64	??????????????????????????????????????????????000000000000000000	??????????????????????????????????????????????000000000000000000	0000000000000000000000000000000000000000000000000000000000101110	000000000000000000??????????????????????????????????????????????	12
64	????????????????????????????????????????????????0000000000000000	????????????????????????????????????????????????0000000000000000	0000000000000000000000000000000000000000000000000000000000110000	0000000000000000????????????????????????????????????????????????	12
64	????????????????????????????????????????????????????????????????	?????????????????????????????00000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000011101	????????????????????????????????????????????????????????????????	12
64	????????????????????????????????????????????????????????????????	???????????????????????????????????00000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000011101	????????????????????????????????????????????????????????????????	12
64	000000000000000000000000000000000000000000000000000??00000000000	000000000000000000000000000000000000000000000000000??00000000000	0000000000000000000000000000000000000000000000000000000000110101	00000000000000000000000000000000000000000000000000000000000000??	10
64	???????????????????????????????????????????????????0000000000000	???????????????????????????????????????????????????0000000000000	0000000000000000000000000000000000000000000000000000000000110011	0000000000000???????????????????????????????????????????????????	10
64	????????????????????????????????????????????????????????????????	????????????????????????????????00000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000100000	????????????????????????????????????????????????????????????????	10
64	000000000000????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000110	000000??????????????????????????????????????????????????????????	9
64	00000000000000000000000000000000000000000000000000000000????????	00000000000000000000000000000000000000000000000000000000????????	0000000000000000000000000000000000000000000000000000000000111110	??00000000000000000000000000000000000000000000000000000000??????	8
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000010	000000000000000000000000000000??????????????????????????????????	8
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000110	00000000000000000000000000??????????????????????????????????????	8
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000001010	0000000000000000000000??????????????????????????????????????????	8
64	?????????????????00000000000000000000000000000000000000000000000	?????????????????00000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000010001	00000000000000000000000000000000000000000000000?????????????????	8
64	???????????????????????????????????????????????????????000000000	???????????????????????????????????????????????????????000000000	0000000000000000000000000000000000000000000000000000000000110111	000000000???????????????????????????????????????????????????????	8
64	000000000000000000000000000000000000000000000000000000000000????	000000000000000000000000000000000000000000000000000000000000????	0000000000000000000000000000000000000000000000000000000000111111	?000000000000000000000000000000000000000000000000000000000000???	7
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000001110	000000000000000000??????????????????????????????????????????????	7
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010110	0000000000??????????????????????????????????????????????????????	7
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000011010	000000??????????????????????????????????????????????????????????	7
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000011110	00??????????????????????????????????????????????????????????????	7
64	000000000000000000000000000000000000000000000000000000000000??00	000000000000000000000000000000000000000000000000000000000000??00	0000000000000000000000000000000000000000000000000000000000111110	00000000000000000000000000000000000000000000000000000000000000??	6
64	000000000000000000000000000000000??00000000000000000000000000000	000000000000000000000000000000000??00000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000100011	00000000000000000000000000000000000000000000000000000000000000??	6
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	00000000000000000000000000000000000000000000000000000000???????0	????????????????????????????????????????????????????????????????	6
64	00000000000000000000000000000000000000000000000000000000????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	????????????????????????????????????????????????????????????????	5
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000011001	0000000?????????????????????????????????????????????????????????	5
64	0???????????????????????????????????????????????????????????????	????????????????????????????????00000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000011101	????????????????????????????????????????????????????????????????	5
64	000000000000000000000000000000000000000000000000000000000000???0	000000000000000000000000000000000000000000000000000000000000???0	0000000000000000000000000000000000000000000000000000000000111111	0000000000000000000000000000000000000000000000000000000000000???	4
64	00000000000000000000000000000000000000000000000000000000??000000	00000000000000000000000000000000000000000000000000000000??000000	0000000000000000000000000000000000000000000000000000000000111010	00000000000000000000000000000000000000000000000000000000000000??	4
64	00000000000000000000000000000000000000000000????0000000000000000	00000000000000000000000000000000000000000000????0000000000000000	0000000000000000000000000000000000000000000000000000000000110000	000000000000000000000000000000000000000000000000000000000000????	4
64	00000000000000000000000????????????????????????????????000000000	00000000000000000000000????????????????????????????????000000000	0000000000000000000000000000000000000000000000000000000000110111	00000000000000000000000000000000????????????????????????????????	4
64	????????????????????????????????????????????????????????????????	????????????????????????????????00000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000011101	????????????????????????????????????????????????????????????????	4
64	????????????????????????????????????????????????????????????????	????????????????????????????????????????????????????????????????	00000000000000000000000000000000????????????????????????????0000	????????????????????????????????????????????????????????????????	4
64	00000000000000000000000000000000000000000000000000000000????????	00000000000000000000000000000000000000000000000000000000????????	0000000000000000000000000000000000000000000000000000000000111111	?00000000000000000000000000000000000000000000000000000000???????	3
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010011	0000000000000???????????????????????????????????????????????????	3
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010101	00000000000?????????????????????????????????????????????????????	3
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000010111	000000000???????????????????????????????????????????????????????	3
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000011011	00000???????????????????????????????????????????????????????????	3
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000011101	000?????????????????????????????????????????????????????????????	3
64	00000000000000000000000000000000????????????????????????????????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000011111	0???????????????????????????????????????????????????????????????	3
64	0???????????????????????????????????????????????????????????????	???????????????????????????????????00000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000011101	????????????????????????????????????????????????????????????????	3
64	000000000000000000000000000000000000000000000000000000000000000?	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000100001	000000000000000000000000000000??????????????????????????????????	2
64	000000000000000000000000000000000000000000000000000000000000????	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000111010	00??????????????????????????????????????????????????????????????	2
64	1000010010111100101100101011001110000010101010??1010001110110???	1000010010111100101100101011001110000010100000001010001100000000	0000000000000000000000000000000000000000000000000000000000010101	0101011001110000010101010??1010001110110???100001001011110010110	2
64	10000100101111001011001010110011100000101???????10100011????????	1000010010111100101100101011001110000010100000001010001100000000	0000000000000000000000000000000000000000000000000000000000010101	01010110011100000101???????10100011????????100001001011110010110	2
64	100001001011110010110010101100111???????????????????????????????	1000010010111100101100101011001110000010101010101010001110110000	0000000000000000000000000000000000000000000000000000000000010101	010101100111???????????????????????????????100001001011110010110	2
64	????????????????????????????????????????????????????????????????	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000001000001	???????????????????????????????????????????????????????????????0	2
